row_id,variant_id,base_model,model,dc_solution,rating,label,condition,anchor_type,anchor_level,iteration
ANCHOR_WORD_dc_measurement_device_llama_normative_00_20260706_115635,llama_normative,llama,normative,DC measurement device,3,Important,anchor,ANCHOR_WORD,,0
ANCHOR_WORD_dc_measurement_device_llama_subject-matter_00_20260706_115635,llama_subject-matter,llama,subject-matter,DC measurement device,3,Important,anchor,ANCHOR_WORD,,0
ANCHOR_WORD_dc_measurement_device_mistral_generalist_00_20260706_115635,mistral_generalist,mistral,generalist,DC measurement device,3,Important,anchor,ANCHOR_WORD,,0
ANCHOR_WORD_dc_measurement_device_mistral_normative_00_20260706_115635,mistral_normative,mistral,normative,DC measurement device,3,Important,anchor,ANCHOR_WORD,,0
ANCHOR_WORD_dc_measurement_device_mistral_subject-matter_00_20260706_115635,mistral_subject-matter,mistral,subject-matter,DC measurement device,3,Important,anchor,ANCHOR_WORD,,0
ANCHOR_WORD_dc_measurement_device_gemma3_generalist_00_20260706_115635,gemma3_generalist,gemma3,generalist,DC measurement device,4,Very important,anchor,ANCHOR_WORD,,0
ANCHOR_WORD_dc_measurement_device_gemma3_normative_00_20260706_115635,gemma3_normative,gemma3,normative,DC measurement device,4,Very important,anchor,ANCHOR_WORD,,0
ANCHOR_WORD_dc_measurement_device_gemma3_subject-matter_00_20260706_115635,gemma3_subject-matter,gemma3,subject-matter,DC measurement device,4,Very important,anchor,ANCHOR_WORD,,0
ANCHOR_WORD_dc_measurement_device_phi4_generalist_01_20260706_115822,phi4_generalist,phi4,generalist,DC measurement device,4,Very important,anchor,ANCHOR_WORD,,1
ANCHOR_WORD_dc_measurement_device_phi4_normative_01_20260706_115822,phi4_normative,phi4,normative,DC measurement device,4,Very important,anchor,ANCHOR_WORD,,1
ANCHOR_WORD_dc_measurement_device_phi4_subject-matter_01_20260706_115822,phi4_subject-matter,phi4,subject-matter,DC measurement device,4,Very important,anchor,ANCHOR_WORD,,1
ANCHOR_WORD_dc_measurement_device_llama_generalist_01_20260706_115822,llama_generalist,llama,generalist,DC measurement device,3,Important,anchor,ANCHOR_WORD,,1
ANCHOR_WORD_dc_measurement_device_llama_normative_01_20260706_115822,llama_normative,llama,normative,DC measurement device,3,Important,anchor,ANCHOR_WORD,,1
ANCHOR_WORD_dc_measurement_device_llama_subject-matter_01_20260706_115822,llama_subject-matter,llama,subject-matter,DC measurement device,3,Important,anchor,ANCHOR_WORD,,1
ANCHOR_WORD_dc_measurement_device_mistral_generalist_01_20260706_115822,mistral_generalist,mistral,generalist,DC measurement device,3,Important,anchor,ANCHOR_WORD,,1
ANCHOR_WORD_dc_measurement_device_mistral_normative_01_20260706_115822,mistral_normative,mistral,normative,DC measurement device,3,Important,anchor,ANCHOR_WORD,,1
ANCHOR_WORD_dc_measurement_device_mistral_subject-matter_01_20260706_115822,mistral_subject-matter,mistral,subject-matter,DC measurement device,3,Important,anchor,ANCHOR_WORD,,1
ANCHOR_WORD_dc_measurement_device_gemma3_generalist_01_20260706_115822,gemma3_generalist,gemma3,generalist,DC measurement device,4,Very important,anchor,ANCHOR_WORD,,1
ANCHOR_WORD_dc_measurement_device_gemma3_normative_01_20260706_115822,gemma3_normative,gemma3,normative,DC measurement device,4,Very important,anchor,ANCHOR_WORD,,1
ANCHOR_WORD_dc_measurement_device_gemma3_subject-matter_01_20260706_115822,gemma3_subject-matter,gemma3,subject-matter,DC measurement device,4,Very important,anchor,ANCHOR_WORD,,1
ANCHOR_WORD_dc_measurement_device_phi4_generalist_02_20260706_120106,phi4_generalist,phi4,generalist,DC measurement device,3,Important,anchor,ANCHOR_WORD,,2
ANCHOR_WORD_dc_measurement_device_phi4_normative_02_20260706_120106,phi4_normative,phi4,normative,DC measurement device,4,Very important,anchor,ANCHOR_WORD,,2
ANCHOR_WORD_dc_measurement_device_phi4_subject-matter_02_20260706_120106,phi4_subject-matter,phi4,subject-matter,DC measurement device,4,Very important,anchor,ANCHOR_WORD,,2
ANCHOR_WORD_dc_measurement_device_llama_generalist_02_20260706_120106,llama_generalist,llama,generalist,DC measurement device,3,Important,anchor,ANCHOR_WORD,,2
ANCHOR_WORD_dc_measurement_device_llama_normative_02_20260706_120106,llama_normative,llama,normative,DC measurement device,3,Important,anchor,ANCHOR_WORD,,2
ANCHOR_WORD_dc_measurement_device_llama_subject-matter_02_20260706_120106,llama_subject-matter,llama,subject-matter,DC measurement device,3,Important,anchor,ANCHOR_WORD,,2
ANCHOR_WORD_dc_measurement_device_mistral_generalist_02_20260706_120106,mistral_generalist,mistral,generalist,DC measurement device,3,Important,anchor,ANCHOR_WORD,,2
ANCHOR_WORD_dc_measurement_device_mistral_normative_02_20260706_120106,mistral_normative,mistral,normative,DC measurement device,3,Important,anchor,ANCHOR_WORD,,2
ANCHOR_WORD_dc_measurement_device_mistral_subject-matter_02_20260706_120106,mistral_subject-matter,mistral,subject-matter,DC measurement device,3,Important,anchor,ANCHOR_WORD,,2
ANCHOR_WORD_dc_measurement_device_gemma3_generalist_02_20260706_120106,gemma3_generalist,gemma3,generalist,DC measurement device,4,Very important,anchor,ANCHOR_WORD,,2
ANCHOR_WORD_dc_measurement_device_gemma3_normative_02_20260706_120106,gemma3_normative,gemma3,normative,DC measurement device,4,Very important,anchor,ANCHOR_WORD,,2
ANCHOR_WORD_dc_measurement_device_gemma3_subject-matter_02_20260706_120106,gemma3_subject-matter,gemma3,subject-matter,DC measurement device,4,Very important,anchor,ANCHOR_WORD,,2
ANCHOR_WORD_dc_measurement_device_phi4_generalist_03_20260706_120325,phi4_generalist,phi4,generalist,DC measurement device,4,Very important,anchor,ANCHOR_WORD,,3
ANCHOR_WORD_dc_measurement_device_phi4_normative_03_20260706_120325,phi4_normative,phi4,normative,DC measurement device,4,Very important,anchor,ANCHOR_WORD,,3
ANCHOR_WORD_dc_measurement_device_phi4_subject-matter_03_20260706_120325,phi4_subject-matter,phi4,subject-matter,DC measurement device,4,Very important,anchor,ANCHOR_WORD,,3
ANCHOR_WORD_dc_measurement_device_llama_generalist_03_20260706_120325,llama_generalist,llama,generalist,DC measurement device,3,Important,anchor,ANCHOR_WORD,,3
ANCHOR_WORD_dc_measurement_device_llama_normative_03_20260706_120325,llama_normative,llama,normative,DC measurement device,3,Important,anchor,ANCHOR_WORD,,3
ANCHOR_WORD_dc_measurement_device_llama_subject-matter_03_20260706_120325,llama_subject-matter,llama,subject-matter,DC measurement device,3,Important,anchor,ANCHOR_WORD,,3
ANCHOR_WORD_dc_measurement_device_mistral_generalist_03_20260706_120325,mistral_generalist,mistral,generalist,DC measurement device,3,Important,anchor,ANCHOR_WORD,,3
ANCHOR_WORD_dc_measurement_device_mistral_normative_03_20260706_120325,mistral_normative,mistral,normative,DC measurement device,3,Important,anchor,ANCHOR_WORD,,3
ANCHOR_WORD_dc_measurement_device_mistral_subject-matter_03_20260706_120325,mistral_subject-matter,mistral,subject-matter,DC measurement device,3,Important,anchor,ANCHOR_WORD,,3
ANCHOR_WORD_dc_measurement_device_gemma3_generalist_03_20260706_120325,gemma3_generalist,gemma3,generalist,DC measurement device,4,Very important,anchor,ANCHOR_WORD,,3
ANCHOR_WORD_dc_measurement_device_gemma3_normative_03_20260706_120325,gemma3_normative,gemma3,normative,DC measurement device,4,Very important,anchor,ANCHOR_WORD,,3
ANCHOR_WORD_dc_measurement_device_gemma3_subject-matter_03_20260706_120325,gemma3_subject-matter,gemma3,subject-matter,DC measurement device,4,Very important,anchor,ANCHOR_WORD,,3
ANCHOR_WORD_dc_measurement_device_phi4_generalist_04_20260706_120550,phi4_generalist,phi4,generalist,DC measurement device,4,Very important,anchor,ANCHOR_WORD,,4
ANCHOR_WORD_dc_measurement_device_phi4_normative_04_20260706_120550,phi4_normative,phi4,normative,DC measurement device,4,Very important,anchor,ANCHOR_WORD,,4
ANCHOR_WORD_dc_measurement_device_phi4_subject-matter_04_20260706_120550,phi4_subject-matter,phi4,subject-matter,DC measurement device,4,Very important,anchor,ANCHOR_WORD,,4
ANCHOR_WORD_dc_measurement_device_llama_generalist_04_20260706_120550,llama_generalist,llama,generalist,DC measurement device,3,Important,anchor,ANCHOR_WORD,,4
ANCHOR_WORD_dc_measurement_device_llama_normative_04_20260706_120550,llama_normative,llama,normative,DC measurement device,3,Important,anchor,ANCHOR_WORD,,4
ANCHOR_WORD_dc_measurement_device_llama_subject-matter_04_20260706_120550,llama_subject-matter,llama,subject-matter,DC measurement device,3,Important,anchor,ANCHOR_WORD,,4
ANCHOR_WORD_dc_measurement_device_mistral_generalist_04_20260706_120550,mistral_generalist,mistral,generalist,DC measurement device,3,Important,anchor,ANCHOR_WORD,,4
ANCHOR_WORD_dc_measurement_device_mistral_normative_04_20260706_120550,mistral_normative,mistral,normative,DC measurement device,3,Important,anchor,ANCHOR_WORD,,4
ANCHOR_WORD_dc_measurement_device_mistral_subject-matter_04_20260706_120550,mistral_subject-matter,mistral,subject-matter,DC measurement device,4,Very important,anchor,ANCHOR_WORD,,4
ANCHOR_WORD_dc_measurement_device_gemma3_generalist_04_20260706_120550,gemma3_generalist,gemma3,generalist,DC measurement device,4,Very important,anchor,ANCHOR_WORD,,4
ANCHOR_WORD_dc_measurement_device_gemma3_normative_04_20260706_120550,gemma3_normative,gemma3,normative,DC measurement device,4,Very important,anchor,ANCHOR_WORD,,4
ANCHOR_WORD_dc_measurement_device_gemma3_subject-matter_04_20260706_120550,gemma3_subject-matter,gemma3,subject-matter,DC measurement device,4,Very important,anchor,ANCHOR_WORD,,4
ANCHOR_WORD_dc_measurement_device_phi4_generalist_05_20260706_120752,phi4_generalist,phi4,generalist,DC measurement device,4,Very important,anchor,ANCHOR_WORD,,5
ANCHOR_WORD_dc_measurement_device_phi4_normative_05_20260706_120752,phi4_normative,phi4,normative,DC measurement device,4,Very important,anchor,ANCHOR_WORD,,5
ANCHOR_WORD_dc_measurement_device_phi4_subject-matter_05_20260706_120752,phi4_subject-matter,phi4,subject-matter,DC measurement device,4,Very important,anchor,ANCHOR_WORD,,5
ANCHOR_WORD_dc_measurement_device_llama_generalist_05_20260706_120752,llama_generalist,llama,generalist,DC measurement device,3,Important,anchor,ANCHOR_WORD,,5
ANCHOR_WORD_dc_measurement_device_llama_normative_05_20260706_120752,llama_normative,llama,normative,DC measurement device,3,Important,anchor,ANCHOR_WORD,,5
ANCHOR_WORD_dc_measurement_device_llama_subject-matter_05_20260706_120752,llama_subject-matter,llama,subject-matter,DC measurement device,3,Important,anchor,ANCHOR_WORD,,5
ANCHOR_WORD_dc_measurement_device_mistral_generalist_05_20260706_120752,mistral_generalist,mistral,generalist,DC measurement device,3,Important,anchor,ANCHOR_WORD,,5
ANCHOR_WORD_dc_measurement_device_mistral_normative_05_20260706_120752,mistral_normative,mistral,normative,DC measurement device,4,Very important,anchor,ANCHOR_WORD,,5
ANCHOR_WORD_dc_measurement_device_mistral_subject-matter_05_20260706_120752,mistral_subject-matter,mistral,subject-matter,DC measurement device,3,Important,anchor,ANCHOR_WORD,,5
ANCHOR_WORD_dc_measurement_device_gemma3_generalist_05_20260706_120752,gemma3_generalist,gemma3,generalist,DC measurement device,4,Very important,anchor,ANCHOR_WORD,,5
ANCHOR_WORD_dc_measurement_device_gemma3_normative_05_20260706_120752,gemma3_normative,gemma3,normative,DC measurement device,4,Very important,anchor,ANCHOR_WORD,,5
ANCHOR_WORD_dc_measurement_device_gemma3_subject-matter_05_20260706_120752,gemma3_subject-matter,gemma3,subject-matter,DC measurement device,4,Very important,anchor,ANCHOR_WORD,,5
ANCHOR_WORD_dc_measurement_device_phi4_generalist_06_20260706_121120,phi4_generalist,phi4,generalist,DC measurement device,4,Very important,anchor,ANCHOR_WORD,,6
ANCHOR_WORD_dc_measurement_device_phi4_normative_06_20260706_121120,phi4_normative,phi4,normative,DC measurement device,4,Very important,anchor,ANCHOR_WORD,,6
ANCHOR_WORD_dc_measurement_device_phi4_subject-matter_06_20260706_121120,phi4_subject-matter,phi4,subject-matter,DC measurement device,4,Very important,anchor,ANCHOR_WORD,,6
ANCHOR_WORD_dc_measurement_device_llama_generalist_06_20260706_121120,llama_generalist,llama,generalist,DC measurement device,3,Important,anchor,ANCHOR_WORD,,6
ANCHOR_WORD_dc_measurement_device_llama_normative_06_20260706_121120,llama_normative,llama,normative,DC measurement device,3,Important,anchor,ANCHOR_WORD,,6
ANCHOR_WORD_dc_measurement_device_llama_subject-matter_06_20260706_121120,llama_subject-matter,llama,subject-matter,DC measurement device,3,Important,anchor,ANCHOR_WORD,,6
ANCHOR_WORD_dc_measurement_device_mistral_generalist_06_20260706_121120,mistral_generalist,mistral,generalist,DC measurement device,3,Important,anchor,ANCHOR_WORD,,6
ANCHOR_WORD_dc_measurement_device_mistral_normative_06_20260706_121120,mistral_normative,mistral,normative,DC measurement device,4,Very important,anchor,ANCHOR_WORD,,6
ANCHOR_WORD_dc_measurement_device_mistral_subject-matter_06_20260706_121120,mistral_subject-matter,mistral,subject-matter,DC measurement device,4,Very important,anchor,ANCHOR_WORD,,6
ANCHOR_WORD_dc_measurement_device_gemma3_generalist_06_20260706_121120,gemma3_generalist,gemma3,generalist,DC measurement device,4,Very important,anchor,ANCHOR_WORD,,6
ANCHOR_WORD_dc_measurement_device_gemma3_normative_06_20260706_121120,gemma3_normative,gemma3,normative,DC measurement device,4,Very important,anchor,ANCHOR_WORD,,6
ANCHOR_WORD_dc_measurement_device_gemma3_subject-matter_06_20260706_121120,gemma3_subject-matter,gemma3,subject-matter,DC measurement device,4,Very important,anchor,ANCHOR_WORD,,6
ANCHOR_WORD_dc_measurement_device_phi4_generalist_07_20260706_121350,phi4_generalist,phi4,generalist,DC measurement device,4,Very important,anchor,ANCHOR_WORD,,7
ANCHOR_WORD_dc_measurement_device_phi4_normative_07_20260706_121350,phi4_normative,phi4,normative,DC measurement device,4,Very important,anchor,ANCHOR_WORD,,7
ANCHOR_WORD_dc_measurement_device_phi4_subject-matter_07_20260706_121350,phi4_subject-matter,phi4,subject-matter,DC measurement device,4,Very important,anchor,ANCHOR_WORD,,7
ANCHOR_WORD_dc_measurement_device_llama_generalist_07_20260706_121350,llama_generalist,llama,generalist,DC measurement device,3,Important,anchor,ANCHOR_WORD,,7
ANCHOR_WORD_dc_measurement_device_llama_normative_07_20260706_121350,llama_normative,llama,normative,DC measurement device,3,Important,anchor,ANCHOR_WORD,,7
ANCHOR_WORD_dc_measurement_device_llama_subject-matter_07_20260706_121350,llama_subject-matter,llama,subject-matter,DC measurement device,3,Important,anchor,ANCHOR_WORD,,7
ANCHOR_WORD_dc_measurement_device_mistral_generalist_07_20260706_121350,mistral_generalist,mistral,generalist,DC measurement device,3,Important,anchor,ANCHOR_WORD,,7
ANCHOR_WORD_dc_measurement_device_mistral_normative_07_20260706_121350,mistral_normative,mistral,normative,DC measurement device,3,Important,anchor,ANCHOR_WORD,,7
ANCHOR_WORD_dc_measurement_device_mistral_subject-matter_07_20260706_121350,mistral_subject-matter,mistral,subject-matter,DC measurement device,3,Important,anchor,ANCHOR_WORD,,7
ANCHOR_WORD_dc_measurement_device_gemma3_generalist_07_20260706_121350,gemma3_generalist,gemma3,generalist,DC measurement device,4,Very important,anchor,ANCHOR_WORD,,7
ANCHOR_WORD_dc_measurement_device_gemma3_normative_07_20260706_121350,gemma3_normative,gemma3,normative,DC measurement device,4,Very important,anchor,ANCHOR_WORD,,7
ANCHOR_WORD_dc_measurement_device_gemma3_subject-matter_07_20260706_121350,gemma3_subject-matter,gemma3,subject-matter,DC measurement device,4,Very important,anchor,ANCHOR_WORD,,7
ANCHOR_WORD_dc_measurement_device_phi4_generalist_08_20260706_121603,phi4_generalist,phi4,generalist,DC measurement device,4,Very important,anchor,ANCHOR_WORD,,8
ANCHOR_WORD_dc_measurement_device_phi4_normative_08_20260706_121603,phi4_normative,phi4,normative,DC measurement device,4,Very important,anchor,ANCHOR_WORD,,8
ANCHOR_WORD_dc_measurement_device_phi4_subject-matter_08_20260706_121603,phi4_subject-matter,phi4,subject-matter,DC measurement device,4,Very important,anchor,ANCHOR_WORD,,8
ANCHOR_WORD_dc_measurement_device_llama_generalist_08_20260706_121603,llama_generalist,llama,generalist,DC measurement device,3,Important,anchor,ANCHOR_WORD,,8
ANCHOR_WORD_dc_measurement_device_llama_normative_08_20260706_121603,llama_normative,llama,normative,DC measurement device,3,Important,anchor,ANCHOR_WORD,,8
ANCHOR_WORD_dc_measurement_device_llama_subject-matter_08_20260706_121603,llama_subject-matter,llama,subject-matter,DC measurement device,4,Very important,anchor,ANCHOR_WORD,,8
ANCHOR_WORD_dc_measurement_device_mistral_generalist_08_20260706_121603,mistral_generalist,mistral,generalist,DC measurement device,3,Important,anchor,ANCHOR_WORD,,8
ANCHOR_WORD_dc_measurement_device_mistral_normative_08_20260706_121603,mistral_normative,mistral,normative,DC measurement device,3,Important,anchor,ANCHOR_WORD,,8
ANCHOR_WORD_dc_measurement_device_mistral_subject-matter_08_20260706_121603,mistral_subject-matter,mistral,subject-matter,DC measurement device,3,Important,anchor,ANCHOR_WORD,,8
ANCHOR_WORD_dc_measurement_device_gemma3_generalist_08_20260706_121603,gemma3_generalist,gemma3,generalist,DC measurement device,4,Very important,anchor,ANCHOR_WORD,,8
ANCHOR_WORD_dc_measurement_device_gemma3_normative_08_20260706_121603,gemma3_normative,gemma3,normative,DC measurement device,4,Very important,anchor,ANCHOR_WORD,,8
ANCHOR_WORD_dc_measurement_device_gemma3_subject-matter_08_20260706_121603,gemma3_subject-matter,gemma3,subject-matter,DC measurement device,4,Very important,anchor,ANCHOR_WORD,,8
ANCHOR_WORD_dc_measurement_device_phi4_generalist_09_20260706_121847,phi4_generalist,phi4,generalist,DC measurement device,4,Very important,anchor,ANCHOR_WORD,,9
ANCHOR_WORD_dc_measurement_device_phi4_normative_09_20260706_121847,phi4_normative,phi4,normative,DC measurement device,4,Very important,anchor,ANCHOR_WORD,,9
ANCHOR_WORD_dc_measurement_device_phi4_subject-matter_09_20260706_121847,phi4_subject-matter,phi4,subject-matter,DC measurement device,4,Very important,anchor,ANCHOR_WORD,,9
ANCHOR_WORD_dc_measurement_device_llama_generalist_09_20260706_121847,llama_generalist,llama,generalist,DC measurement device,3,Important,anchor,ANCHOR_WORD,,9
ANCHOR_WORD_dc_measurement_device_llama_normative_09_20260706_121847,llama_normative,llama,normative,DC measurement device,3,Important,anchor,ANCHOR_WORD,,9
ANCHOR_WORD_dc_measurement_device_llama_subject-matter_09_20260706_121847,llama_subject-matter,llama,subject-matter,DC measurement device,3,Important,anchor,ANCHOR_WORD,,9
ANCHOR_WORD_dc_measurement_device_mistral_generalist_09_20260706_121847,mistral_generalist,mistral,generalist,DC measurement device,3,Important,anchor,ANCHOR_WORD,,9
ANCHOR_WORD_dc_measurement_device_mistral_normative_09_20260706_121847,mistral_normative,mistral,normative,DC measurement device,3,Important,anchor,ANCHOR_WORD,,9
ANCHOR_WORD_dc_measurement_device_mistral_subject-matter_09_20260706_121847,mistral_subject-matter,mistral,subject-matter,DC measurement device,3,Important,anchor,ANCHOR_WORD,,9
ANCHOR_WORD_dc_measurement_device_gemma3_generalist_09_20260706_121847,gemma3_generalist,gemma3,generalist,DC measurement device,4,Very important,anchor,ANCHOR_WORD,,9
ANCHOR_WORD_dc_measurement_device_gemma3_normative_09_20260706_121847,gemma3_normative,gemma3,normative,DC measurement device,4,Very important,anchor,ANCHOR_WORD,,9
ANCHOR_WORD_dc_measurement_device_gemma3_subject-matter_09_20260706_121847,gemma3_subject-matter,gemma3,subject-matter,DC measurement device,4,Very important,anchor,ANCHOR_WORD,,9
ANCHOR_EXAMPLE_dc_measurement_device_phi4_generalist_00_20260706_141014,phi4_generalist,phi4,generalist,DC measurement device,3,Important,anchor,ANCHOR_EXAMPLE,,0
ANCHOR_EXAMPLE_dc_measurement_device_phi4_normative_00_20260706_141014,phi4_normative,phi4,normative,DC measurement device,3,Important,anchor,ANCHOR_EXAMPLE,,0
ANCHOR_EXAMPLE_dc_measurement_device_phi4_subject-matter_00_20260706_141014,phi4_subject-matter,phi4,subject-matter,DC measurement device,3,Important,anchor,ANCHOR_EXAMPLE,,0
ANCHOR_EXAMPLE_dc_measurement_device_llama_generalist_00_20260706_141014,llama_generalist,llama,generalist,DC measurement device,3,Important,anchor,ANCHOR_EXAMPLE,,0
ANCHOR_EXAMPLE_dc_measurement_device_llama_normative_00_20260706_141014,llama_normative,llama,normative,DC measurement device,3,Important,anchor,ANCHOR_EXAMPLE,,0
ANCHOR_EXAMPLE_dc_measurement_device_llama_subject-matter_00_20260706_141014,llama_subject-matter,llama,subject-matter,DC measurement device,4,Very important,anchor,ANCHOR_EXAMPLE,,0
ANCHOR_EXAMPLE_dc_measurement_device_mistral_generalist_00_20260706_141014,mistral_generalist,mistral,generalist,DC measurement device,3,Important,anchor,ANCHOR_EXAMPLE,,0
