row_id,variant_id,base_model,model,dc_solution,rating,label,condition,iteration
mistral_normative_37_20260629_192649,mistral_normative,mistral,normative,Protection DC system design tool,3,Important,zeroshot,37
mistral_subject-matter_37_20260629_192649,mistral_subject-matter,mistral,subject-matter,Protection DC system design tool,4,Very important,zeroshot,37
gemma3_generalist_37_20260629_192649,gemma3_generalist,gemma3,generalist,Protection DC system design tool,3,Important,zeroshot,37
gemma3_normative_37_20260629_192649,gemma3_normative,gemma3,normative,Protection DC system design tool,3,Important,zeroshot,37
gemma3_subject-matter_37_20260629_192649,gemma3_subject-matter,gemma3,subject-matter,Protection DC system design tool,3,Important,zeroshot,37
phi4_generalist_38_20260629_192829,phi4_generalist,phi4,generalist,Protection DC system design tool,3,Important,zeroshot,38
phi4_normative_38_20260629_192829,phi4_normative,phi4,normative,Protection DC system design tool,4,Very important,zeroshot,38
phi4_subject-matter_38_20260629_192829,phi4_subject-matter,phi4,subject-matter,Protection DC system design tool,4,Very important,zeroshot,38
llama_generalist_38_20260629_192829,llama_generalist,llama,generalist,Protection DC system design tool,3,Important,zeroshot,38
llama_normative_38_20260629_192829,llama_normative,llama,normative,Protection DC system design tool,4,Very important,zeroshot,38
llama_subject-matter_38_20260629_192829,llama_subject-matter,llama,subject-matter,Protection DC system design tool,3,Important,zeroshot,38
mistral_generalist_38_20260629_192829,mistral_generalist,mistral,generalist,Protection DC system design tool,3,Important,zeroshot,38
mistral_normative_38_20260629_192829,mistral_normative,mistral,normative,Protection DC system design tool,3,Important,zeroshot,38
mistral_subject-matter_38_20260629_192829,mistral_subject-matter,mistral,subject-matter,Protection DC system design tool,4,Very important,zeroshot,38
gemma3_generalist_38_20260629_192829,gemma3_generalist,gemma3,generalist,Protection DC system design tool,3,Important,zeroshot,38
gemma3_normative_38_20260629_192829,gemma3_normative,gemma3,normative,Protection DC system design tool,3,Important,zeroshot,38
gemma3_subject-matter_38_20260629_192829,gemma3_subject-matter,gemma3,subject-matter,Protection DC system design tool,4,Very important,zeroshot,38
phi4_generalist_39_20260629_192958,phi4_generalist,phi4,generalist,Protection DC system design tool,4,Very important,zeroshot,39
phi4_normative_39_20260629_192958,phi4_normative,phi4,normative,Protection DC system design tool,4,Very important,zeroshot,39
phi4_subject-matter_39_20260629_192958,phi4_subject-matter,phi4,subject-matter,Protection DC system design tool,4,Very important,zeroshot,39
llama_generalist_39_20260629_192958,llama_generalist,llama,generalist,Protection DC system design tool,3,Important,zeroshot,39
llama_normative_39_20260629_192958,llama_normative,llama,normative,Protection DC system design tool,4,Very important,zeroshot,39
llama_subject-matter_39_20260629_192958,llama_subject-matter,llama,subject-matter,Protection DC system design tool,3,Important,zeroshot,39
mistral_generalist_39_20260629_192958,mistral_generalist,mistral,generalist,Protection DC system design tool,3,Important,zeroshot,39
mistral_normative_39_20260629_192958,mistral_normative,mistral,normative,Protection DC system design tool,3,Important,zeroshot,39
mistral_subject-matter_39_20260629_192958,mistral_subject-matter,mistral,subject-matter,Protection DC system design tool,4,Very important,zeroshot,39
gemma3_generalist_39_20260629_192958,gemma3_generalist,gemma3,generalist,Protection DC system design tool,3,Important,zeroshot,39
gemma3_normative_39_20260629_192958,gemma3_normative,gemma3,normative,Protection DC system design tool,4,Very important,zeroshot,39
gemma3_subject-matter_39_20260629_192958,gemma3_subject-matter,gemma3,subject-matter,Protection DC system design tool,4,Very important,zeroshot,39
phi4_generalist_40_20260629_193112,phi4_generalist,phi4,generalist,Protection DC system design tool,4,Very important,zeroshot,40
phi4_normative_40_20260629_193112,phi4_normative,phi4,normative,Protection DC system design tool,4,Very important,zeroshot,40
phi4_subject-matter_40_20260629_193112,phi4_subject-matter,phi4,subject-matter,Protection DC system design tool,4,Very important,zeroshot,40
llama_generalist_40_20260629_193112,llama_generalist,llama,generalist,Protection DC system design tool,3,Important,zeroshot,40
llama_normative_40_20260629_193112,llama_normative,llama,normative,Protection DC system design tool,4,Very important,zeroshot,40
llama_subject-matter_40_20260629_193112,llama_subject-matter,llama,subject-matter,Protection DC system design tool,4,Very important,zeroshot,40
mistral_generalist_40_20260629_193112,mistral_generalist,mistral,generalist,Protection DC system design tool,3,Important,zeroshot,40
mistral_normative_40_20260629_193112,mistral_normative,mistral,normative,Protection DC system design tool,3,Important,zeroshot,40
mistral_subject-matter_40_20260629_193112,mistral_subject-matter,mistral,subject-matter,Protection DC system design tool,4,Very important,zeroshot,40
gemma3_generalist_40_20260629_193112,gemma3_generalist,gemma3,generalist,Protection DC system design tool,3,Important,zeroshot,40
gemma3_normative_40_20260629_193112,gemma3_normative,gemma3,normative,Protection DC system design tool,3,Important,zeroshot,40
gemma3_subject-matter_40_20260629_193112,gemma3_subject-matter,gemma3,subject-matter,Protection DC system design tool,4,Very important,zeroshot,40
phi4_generalist_41_20260629_193247,phi4_generalist,phi4,generalist,Protection DC system design tool,4,Very important,zeroshot,41
phi4_normative_41_20260629_193247,phi4_normative,phi4,normative,Protection DC system design tool,4,Very important,zeroshot,41
phi4_subject-matter_41_20260629_193247,phi4_subject-matter,phi4,subject-matter,Protection DC system design tool,4,Very important,zeroshot,41
llama_generalist_41_20260629_193247,llama_generalist,llama,generalist,Protection DC system design tool,3,Important,zeroshot,41
llama_normative_41_20260629_193247,llama_normative,llama,normative,Protection DC system design tool,4,Very important,zeroshot,41
llama_subject-matter_41_20260629_193247,llama_subject-matter,llama,subject-matter,Protection DC system design tool,4,Very important,zeroshot,41
mistral_generalist_41_20260629_193247,mistral_generalist,mistral,generalist,Protection DC system design tool,4,Very important,zeroshot,41
mistral_normative_41_20260629_193247,mistral_normative,mistral,normative,Protection DC system design tool,3,Important,zeroshot,41
mistral_subject-matter_41_20260629_193247,mistral_subject-matter,mistral,subject-matter,Protection DC system design tool,4,Very important,zeroshot,41
gemma3_generalist_41_20260629_193247,gemma3_generalist,gemma3,generalist,Protection DC system design tool,3,Important,zeroshot,41
gemma3_normative_41_20260629_193247,gemma3_normative,gemma3,normative,Protection DC system design tool,3,Important,zeroshot,41
gemma3_subject-matter_41_20260629_193247,gemma3_subject-matter,gemma3,subject-matter,Protection DC system design tool,4,Very important,zeroshot,41
phi4_generalist_42_20260629_193412,phi4_generalist,phi4,generalist,Protection DC system design tool,3,Important,zeroshot,42
phi4_normative_42_20260629_193412,phi4_normative,phi4,normative,Protection DC system design tool,4,Very important,zeroshot,42
phi4_subject-matter_42_20260629_193412,phi4_subject-matter,phi4,subject-matter,Protection DC system design tool,4,Very important,zeroshot,42
llama_generalist_42_20260629_193412,llama_generalist,llama,generalist,Protection DC system design tool,3,Important,zeroshot,42
llama_normative_42_20260629_193412,llama_normative,llama,normative,Protection DC system design tool,3,Important,zeroshot,42
llama_subject-matter_42_20260629_193412,llama_subject-matter,llama,subject-matter,Protection DC system design tool,3,Important,zeroshot,42
mistral_generalist_42_20260629_193412,mistral_generalist,mistral,generalist,Protection DC system design tool,3,Important,zeroshot,42
mistral_normative_42_20260629_193412,mistral_normative,mistral,normative,Protection DC system design tool,4,Very important,zeroshot,42
mistral_subject-matter_42_20260629_193412,mistral_subject-matter,mistral,subject-matter,Protection DC system design tool,4,Very important,zeroshot,42
gemma3_generalist_42_20260629_193412,gemma3_generalist,gemma3,generalist,Protection DC system design tool,3,Important,zeroshot,42
gemma3_normative_42_20260629_193412,gemma3_normative,gemma3,normative,Protection DC system design tool,4,Very important,zeroshot,42
gemma3_subject-matter_42_20260629_193412,gemma3_subject-matter,gemma3,subject-matter,Protection DC system design tool,3,Important,zeroshot,42
phi4_generalist_43_20260629_193538,phi4_generalist,phi4,generalist,Protection DC system design tool,4,Very important,zeroshot,43
phi4_normative_43_20260629_193538,phi4_normative,phi4,normative,Protection DC system design tool,4,Very important,zeroshot,43
phi4_subject-matter_43_20260629_193538,phi4_subject-matter,phi4,subject-matter,Protection DC system design tool,4,Very important,zeroshot,43
llama_generalist_43_20260629_193538,llama_generalist,llama,generalist,Protection DC system design tool,4,Very important,zeroshot,43
llama_normative_43_20260629_193538,llama_normative,llama,normative,Protection DC system design tool,3,Important,zeroshot,43
llama_subject-matter_43_20260629_193538,llama_subject-matter,llama,subject-matter,Protection DC system design tool,3,Important,zeroshot,43
mistral_generalist_43_20260629_193538,mistral_generalist,mistral,generalist,Protection DC system design tool,4,Very important,zeroshot,43
mistral_normative_43_20260629_193538,mistral_normative,mistral,normative,Protection DC system design tool,3,Important,zeroshot,43
mistral_subject-matter_43_20260629_193538,mistral_subject-matter,mistral,subject-matter,Protection DC system design tool,4,Very important,zeroshot,43
gemma3_generalist_43_20260629_193538,gemma3_generalist,gemma3,generalist,Protection DC system design tool,3,Important,zeroshot,43
gemma3_normative_43_20260629_193538,gemma3_normative,gemma3,normative,Protection DC system design tool,4,Very important,zeroshot,43
gemma3_subject-matter_43_20260629_193538,gemma3_subject-matter,gemma3,subject-matter,Protection DC system design tool,4,Very important,zeroshot,43
phi4_generalist_44_20260629_193701,phi4_generalist,phi4,generalist,Protection DC system design tool,4,Very important,zeroshot,44
phi4_normative_44_20260629_193701,phi4_normative,phi4,normative,Protection DC system design tool,4,Very important,zeroshot,44
phi4_subject-matter_44_20260629_193701,phi4_subject-matter,phi4,subject-matter,Protection DC system design tool,4,Very important,zeroshot,44
llama_generalist_44_20260629_193701,llama_generalist,llama,generalist,Protection DC system design tool,4,Very important,zeroshot,44
llama_normative_44_20260629_193701,llama_normative,llama,normative,Protection DC system design tool,3,Important,zeroshot,44
llama_subject-matter_44_20260629_193701,llama_subject-matter,llama,subject-matter,Protection DC system design tool,3,Important,zeroshot,44
mistral_generalist_44_20260629_193701,mistral_generalist,mistral,generalist,Protection DC system design tool,3,Important,zeroshot,44
mistral_normative_44_20260629_193701,mistral_normative,mistral,normative,Protection DC system design tool,3,Important,zeroshot,44
mistral_subject-matter_44_20260629_193701,mistral_subject-matter,mistral,subject-matter,Protection DC system design tool,4,Very important,zeroshot,44
gemma3_generalist_44_20260629_193701,gemma3_generalist,gemma3,generalist,Protection DC system design tool,3,Important,zeroshot,44
gemma3_normative_44_20260629_193701,gemma3_normative,gemma3,normative,Protection DC system design tool,4,Very important,zeroshot,44
gemma3_subject-matter_44_20260629_193701,gemma3_subject-matter,gemma3,subject-matter,Protection DC system design tool,3,Important,zeroshot,44
phi4_generalist_45_20260629_193824,phi4_generalist,phi4,generalist,Protection DC system design tool,4,Very important,zeroshot,45
phi4_normative_45_20260629_193824,phi4_normative,phi4,normative,Protection DC system design tool,4,Very important,zeroshot,45
phi4_subject-matter_45_20260629_193824,phi4_subject-matter,phi4,subject-matter,Protection DC system design tool,4,Very important,zeroshot,45
llama_generalist_45_20260629_193824,llama_generalist,llama,generalist,Protection DC system design tool,3,Important,zeroshot,45
