row_id,source,base_model,variant_id,model,barrier_id,barrier_label,condition,iteration,timestamp
generalist2_mistral_03_b4,,mistral,generalist2_mistral,generalist2,4,,ZEROSHOT,3.0,20250701_093241
generalist2_mistral_03_b5,,mistral,generalist2_mistral,generalist2,5,,ZEROSHOT,3.0,20250701_093241
generalist2_mistral_04_b1,,mistral,generalist2_mistral,generalist2,1,,ZEROSHOT,4.0,20250701_093306
generalist2_mistral_04_b3,,mistral,generalist2_mistral,generalist2,3,,ZEROSHOT,4.0,20250701_093306
generalist2_mistral_04_b4,,mistral,generalist2_mistral,generalist2,4,,ZEROSHOT,4.0,20250701_093306
generalist2_mistral_04_b5,,mistral,generalist2_mistral,generalist2,5,,ZEROSHOT,4.0,20250701_093306
generalist2_mistral_04_b6,,mistral,generalist2_mistral,generalist2,6,,ZEROSHOT,4.0,20250701_093306
generalist2_mistral_05_b1,,mistral,generalist2_mistral,generalist2,1,,ZEROSHOT,5.0,20250701_093332
generalist2_mistral_05_b2,,mistral,generalist2_mistral,generalist2,2,,ZEROSHOT,5.0,20250701_093332
generalist2_mistral_05_b3,,mistral,generalist2_mistral,generalist2,3,,ZEROSHOT,5.0,20250701_093332
generalist2_mistral_05_b4,,mistral,generalist2_mistral,generalist2,4,,ZEROSHOT,5.0,20250701_093332
generalist2_mistral_05_b5,,mistral,generalist2_mistral,generalist2,5,,ZEROSHOT,5.0,20250701_093332
generalist2_mistral_06_b1,,mistral,generalist2_mistral,generalist2,1,,ZEROSHOT,6.0,20250701_093358
generalist2_mistral_06_b10,,mistral,generalist2_mistral,generalist2,10,,ZEROSHOT,6.0,20250701_093358
generalist2_mistral_06_b2,,mistral,generalist2_mistral,generalist2,2,,ZEROSHOT,6.0,20250701_093358
generalist2_mistral_06_b3,,mistral,generalist2_mistral,generalist2,3,,ZEROSHOT,6.0,20250701_093358
generalist2_mistral_06_b4,,mistral,generalist2_mistral,generalist2,4,,ZEROSHOT,6.0,20250701_093358
generalist2_mistral_07_b1,,mistral,generalist2_mistral,generalist2,1,,ZEROSHOT,7.0,20250701_093433
generalist2_mistral_07_b2,,mistral,generalist2_mistral,generalist2,2,,ZEROSHOT,7.0,20250701_093433
generalist2_mistral_07_b3,,mistral,generalist2_mistral,generalist2,3,,ZEROSHOT,7.0,20250701_093433
generalist2_mistral_07_b4,,mistral,generalist2_mistral,generalist2,4,,ZEROSHOT,7.0,20250701_093433
generalist2_mistral_07_b5,,mistral,generalist2_mistral,generalist2,5,,ZEROSHOT,7.0,20250701_093433
generalist2_mistral_08_b1,,mistral,generalist2_mistral,generalist2,1,,ZEROSHOT,8.0,20250701_093503
generalist2_mistral_08_b2,,mistral,generalist2_mistral,generalist2,2,,ZEROSHOT,8.0,20250701_093503
generalist2_mistral_08_b3,,mistral,generalist2_mistral,generalist2,4,,ZEROSHOT,8.0,20250701_093503
generalist2_mistral_08_b4,,mistral,generalist2_mistral,generalist2,5,,ZEROSHOT,8.0,20250701_093503
generalist2_mistral_08_b5,,mistral,generalist2_mistral,generalist2,7,,ZEROSHOT,8.0,20250701_093503
generalist2_mistral_09_b1,,mistral,generalist2_mistral,generalist2,1,,ZEROSHOT,9.0,20250701_093534
generalist2_mistral_09_b2,,mistral,generalist2_mistral,generalist2,2,,ZEROSHOT,9.0,20250701_093534
generalist2_mistral_09_b3,,mistral,generalist2_mistral,generalist2,3,,ZEROSHOT,9.0,20250701_093534
generalist2_mistral_09_b4,,mistral,generalist2_mistral,generalist2,4,,ZEROSHOT,9.0,20250701_093534
generalist2_mistral_09_b5,,mistral,generalist2_mistral,generalist2,5,,ZEROSHOT,9.0,20250701_093534
generalist2_mistral_10_b1,,mistral,generalist2_mistral,generalist2,1,,ZEROSHOT,10.0,20250701_093602
generalist2_mistral_10_b2,,mistral,generalist2_mistral,generalist2,2,,ZEROSHOT,10.0,20250701_093602
generalist2_mistral_10_b3,,mistral,generalist2_mistral,generalist2,3,,ZEROSHOT,10.0,20250701_093602
generalist2_mistral_10_b4,,mistral,generalist2_mistral,generalist2,4,,ZEROSHOT,10.0,20250701_093602
generalist2_mistral_10_b5,,mistral,generalist2_mistral,generalist2,5,,ZEROSHOT,10.0,20250701_093602
generalist2_mistral_11_b1,,mistral,generalist2_mistral,generalist2,1,,ZEROSHOT,11.0,20250701_093632
generalist2_mistral_11_b2,,mistral,generalist2_mistral,generalist2,4,,ZEROSHOT,11.0,20250701_093632
generalist2_mistral_11_b3,,mistral,generalist2_mistral,generalist2,3,,ZEROSHOT,11.0,20250701_093632
generalist2_mistral_11_b4,,mistral,generalist2_mistral,generalist2,5,,ZEROSHOT,11.0,20250701_093632
generalist2_mistral_11_b5,,mistral,generalist2_mistral,generalist2,11,,ZEROSHOT,11.0,20250701_093632
generalist2_mistral_12_b1,,mistral,generalist2_mistral,generalist2,1,,ZEROSHOT,12.0,20250701_093710
generalist2_mistral_12_b2,,mistral,generalist2_mistral,generalist2,2,,ZEROSHOT,12.0,20250701_093710
generalist2_mistral_12_b3,,mistral,generalist2_mistral,generalist2,3,,ZEROSHOT,12.0,20250701_093710
generalist2_mistral_12_b4,,mistral,generalist2_mistral,generalist2,4,,ZEROSHOT,12.0,20250701_093710
generalist2_mistral_12_b5,,mistral,generalist2_mistral,generalist2,5,,ZEROSHOT,12.0,20250701_093710
generalist2_mistral_13_b1,,mistral,generalist2_mistral,generalist2,1,,ZEROSHOT,13.0,20250701_093742
generalist2_mistral_13_b2,,mistral,generalist2_mistral,generalist2,2,,ZEROSHOT,13.0,20250701_093742
generalist2_mistral_13_b3,,mistral,generalist2_mistral,generalist2,3,,ZEROSHOT,13.0,20250701_093742
generalist2_mistral_13_b4,,mistral,generalist2_mistral,generalist2,4,,ZEROSHOT,13.0,20250701_093742
generalist2_mistral_13_b5,,mistral,generalist2_mistral,generalist2,5,,ZEROSHOT,13.0,20250701_093742
generalist2_mistral_14_b1,,mistral,generalist2_mistral,generalist2,1,,ZEROSHOT,14.0,20250701_093812
generalist2_mistral_14_b2,,mistral,generalist2_mistral,generalist2,3,,ZEROSHOT,14.0,20250701_093812
generalist2_mistral_14_b3,,mistral,generalist2_mistral,generalist2,4,,ZEROSHOT,14.0,20250701_093812
generalist2_mistral_14_b4,,mistral,generalist2_mistral,generalist2,5,,ZEROSHOT,14.0,20250701_093812
generalist2_mistral_14_b5,,mistral,generalist2_mistral,generalist2,11,,ZEROSHOT,14.0,20250701_093812
generalist2_mistral_15_b1,,mistral,generalist2_mistral,generalist2,1,,ZEROSHOT,15.0,20250701_093901
generalist2_mistral_15_b10,,mistral,generalist2_mistral,generalist2,10,,ZEROSHOT,15.0,20250701_093901
generalist2_mistral_15_b11,,mistral,generalist2_mistral,generalist2,11,,ZEROSHOT,15.0,20250701_093901
generalist2_mistral_15_b2,,mistral,generalist2_mistral,generalist2,2,,ZEROSHOT,15.0,20250701_093901
generalist2_mistral_15_b3,,mistral,generalist2_mistral,generalist2,3,,ZEROSHOT,15.0,20250701_093901
generalist2_mistral_16_b1,,mistral,generalist2_mistral,generalist2,1,,ZEROSHOT,16.0,20250701_094109
generalist2_mistral_16_b2,,mistral,generalist2_mistral,generalist2,2,,ZEROSHOT,16.0,20250701_094109
generalist2_mistral_16_b3,,mistral,generalist2_mistral,generalist2,3,,ZEROSHOT,16.0,20250701_094109
generalist2_mistral_16_b4,,mistral,generalist2_mistral,generalist2,4,,ZEROSHOT,16.0,20250701_094109
generalist2_mistral_16_b5,,mistral,generalist2_mistral,generalist2,5,,ZEROSHOT,16.0,20250701_094109
generalist2_mistral_17_b1,,mistral,generalist2_mistral,generalist2,1,,ZEROSHOT,17.0,20250701_094151
generalist2_mistral_17_b2,,mistral,generalist2_mistral,generalist2,2,,ZEROSHOT,17.0,20250701_094151
generalist2_mistral_17_b3,,mistral,generalist2_mistral,generalist2,3,,ZEROSHOT,17.0,20250701_094151
generalist2_mistral_17_b4,,mistral,generalist2_mistral,generalist2,4,,ZEROSHOT,17.0,20250701_094151
generalist2_mistral_17_b5,,mistral,generalist2_mistral,generalist2,5,,ZEROSHOT,17.0,20250701_094151
generalist2_mistral_18_b1,,mistral,generalist2_mistral,generalist2,1,,ZEROSHOT,18.0,20250701_094218
generalist2_mistral_18_b2,,mistral,generalist2_mistral,generalist2,2,,ZEROSHOT,18.0,20250701_094218
generalist2_mistral_18_b3,,mistral,generalist2_mistral,generalist2,3,,ZEROSHOT,18.0,20250701_094218
generalist2_mistral_18_b4,,mistral,generalist2_mistral,generalist2,4,,ZEROSHOT,18.0,20250701_094218
generalist2_mistral_18_b5,,mistral,generalist2_mistral,generalist2,5,,ZEROSHOT,18.0,20250701_094218
generalist2_mistral_19_b1,,mistral,generalist2_mistral,generalist2,1,,ZEROSHOT,19.0,20250701_094252
generalist2_mistral_19_b2,,mistral,generalist2_mistral,generalist2,2,,ZEROSHOT,19.0,20250701_094252
generalist2_mistral_19_b3,,mistral,generalist2_mistral,generalist2,3,,ZEROSHOT,19.0,20250701_094252
generalist2_mistral_19_b4,,mistral,generalist2_mistral,generalist2,4,,ZEROSHOT,19.0,20250701_094252
generalist2_mistral_19_b5,,mistral,generalist2_mistral,generalist2,5,,ZEROSHOT,19.0,20250701_094252
generalist2_mistral_20_b1,,mistral,generalist2_mistral,generalist2,1,,ZEROSHOT,20.0,20250701_094359
generalist2_mistral_20_b2,,mistral,generalist2_mistral,generalist2,2,,ZEROSHOT,20.0,20250701_094359
generalist2_mistral_20_b3,,mistral,generalist2_mistral,generalist2,3,,ZEROSHOT,20.0,20250701_094359
generalist2_mistral_20_b4,,mistral,generalist2_mistral,generalist2,4,,ZEROSHOT,20.0,20250701_094359
generalist2_mistral_20_b5,,mistral,generalist2_mistral,generalist2,5,,ZEROSHOT,20.0,20250701_094359
generalist2_mistral_21_b1,,mistral,generalist2_mistral,generalist2,1,,ZEROSHOT,21.0,20250701_094432
generalist2_mistral_21_b2,,mistral,generalist2_mistral,generalist2,2,,ZEROSHOT,21.0,20250701_094432
generalist2_mistral_21_b3,,mistral,generalist2_mistral,generalist2,3,,ZEROSHOT,21.0,20250701_094432
generalist2_mistral_21_b4,,mistral,generalist2_mistral,generalist2,4,,ZEROSHOT,21.0,20250701_094432
generalist2_mistral_21_b5,,mistral,generalist2_mistral,generalist2,5,,ZEROSHOT,21.0,20250701_094432
generalist2_mistral_22_b1,,mistral,generalist2_mistral,generalist2,1,,ZEROSHOT,22.0,20250701_094534
generalist2_mistral_22_b2,,mistral,generalist2_mistral,generalist2,2,,ZEROSHOT,22.0,20250701_094534
generalist2_mistral_22_b3,,mistral,generalist2_mistral,generalist2,3,,ZEROSHOT,22.0,20250701_094534
generalist2_mistral_22_b4,,mistral,generalist2_mistral,generalist2,4,,ZEROSHOT,22.0,20250701_094534
generalist2_mistral_22_b5,,mistral,generalist2_mistral,generalist2,5,,ZEROSHOT,22.0,20250701_094534
generalist2_mistral_23_b1,,mistral,generalist2_mistral,generalist2,1,,ZEROSHOT,23.0,20250701_094608
generalist2_mistral_23_b2,,mistral,generalist2_mistral,generalist2,2,,ZEROSHOT,23.0,20250701_094608
generalist2_mistral_23_b3,,mistral,generalist2_mistral,generalist2,3,,ZEROSHOT,23.0,20250701_094608
generalist2_mistral_23_b4,,mistral,generalist2_mistral,generalist2,4,,ZEROSHOT,23.0,20250701_094608
generalist2_mistral_23_b5,,mistral,generalist2_mistral,generalist2,5,,ZEROSHOT,23.0,20250701_094608
generalist2_mistral_24_b1,,mistral,generalist2_mistral,generalist2,1,,ZEROSHOT,24.0,20250701_094700
generalist2_mistral_24_b2,,mistral,generalist2_mistral,generalist2,2,,ZEROSHOT,24.0,20250701_094700
generalist2_mistral_24_b3,,mistral,generalist2_mistral,generalist2,3,,ZEROSHOT,24.0,20250701_094700
generalist2_mistral_24_b4,,mistral,generalist2_mistral,generalist2,4,,ZEROSHOT,24.0,20250701_094700
generalist2_mistral_24_b5,,mistral,generalist2_mistral,generalist2,5,,ZEROSHOT,24.0,20250701_094700
generalist2_mistral_25_b1,,mistral,generalist2_mistral,generalist2,1,,ZEROSHOT,25.0,20250701_094729
generalist2_mistral_25_b2,,mistral,generalist2_mistral,generalist2,2,,ZEROSHOT,25.0,20250701_094729
generalist2_mistral_25_b3,,mistral,generalist2_mistral,generalist2,3,,ZEROSHOT,25.0,20250701_094729
generalist2_mistral_25_b4,,mistral,generalist2_mistral,generalist2,4,,ZEROSHOT,25.0,20250701_094729
generalist2_mistral_25_b5,,mistral,generalist2_mistral,generalist2,5,,ZEROSHOT,25.0,20250701_094729
generalist2_mistral_26_b1,,mistral,generalist2_mistral,generalist2,1,,ZEROSHOT,26.0,20250701_094756
generalist2_mistral_26_b2,,mistral,generalist2_mistral,generalist2,2,,ZEROSHOT,26.0,20250701_094756
generalist2_mistral_26_b3,,mistral,generalist2_mistral,generalist2,3,,ZEROSHOT,26.0,20250701_094756
generalist2_mistral_26_b4,,mistral,generalist2_mistral,generalist2,4,,ZEROSHOT,26.0,20250701_094756
generalist2_mistral_26_b5,,mistral,generalist2_mistral,generalist2,5,,ZEROSHOT,26.0,20250701_094756
generalist2_mistral_27_b1,,mistral,generalist2_mistral,generalist2,1,,ZEROSHOT,27.0,20250701_094835
generalist2_mistral_27_b2,,mistral,generalist2_mistral,generalist2,2,,ZEROSHOT,27.0,20250701_094835
generalist2_mistral_27_b3,,mistral,generalist2_mistral,generalist2,3,,ZEROSHOT,27.0,20250701_094835
generalist2_mistral_27_b4,,mistral,generalist2_mistral,generalist2,4,,ZEROSHOT,27.0,20250701_094835
generalist2_mistral_27_b5,,mistral,generalist2_mistral,generalist2,5,,ZEROSHOT,27.0,20250701_094835
generalist2_mistral_28_b1,,mistral,generalist2_mistral,generalist2,1,,ZEROSHOT,28.0,20250701_094904
generalist2_mistral_28_b2,,mistral,generalist2_mistral,generalist2,2,,ZEROSHOT,28.0,20250701_094904
generalist2_mistral_28_b3,,mistral,generalist2_mistral,generalist2,3,,ZEROSHOT,28.0,20250701_094904
generalist2_mistral_28_b4,,mistral,generalist2_mistral,generalist2,4,,ZEROSHOT,28.0,20250701_094904
generalist2_mistral_28_b5,,mistral,generalist2_mistral,generalist2,5,,ZEROSHOT,28.0,20250701_094904
generalist2_mistral_29_b1,,mistral,generalist2_mistral,generalist2,1,,ZEROSHOT,29.0,20250701_094931
generalist2_mistral_29_b2,,mistral,generalist2_mistral,generalist2,2,,ZEROSHOT,29.0,20250701_094931
generalist2_mistral_29_b3,,mistral,generalist2_mistral,generalist2,3,,ZEROSHOT,29.0,20250701_094931
generalist2_mistral_29_b4,,mistral,generalist2_mistral,generalist2,4,,ZEROSHOT,29.0,20250701_094931
generalist2_mistral_29_b5,,mistral,generalist2_mistral,generalist2,5,,ZEROSHOT,29.0,20250701_094931
generalist2_mistral_30_b1,,mistral,generalist2_mistral,generalist2,1,,ZEROSHOT,30.0,20250701_095006
generalist2_mistral_30_b2,,mistral,generalist2_mistral,generalist2,2,,ZEROSHOT,30.0,20250701_095006
generalist2_mistral_30_b3,,mistral,generalist2_mistral,generalist2,3,,ZEROSHOT,30.0,20250701_095006
generalist2_mistral_30_b4,,mistral,generalist2_mistral,generalist2,4,,ZEROSHOT,30.0,20250701_095006
generalist2_mistral_30_b5,,mistral,generalist2_mistral,generalist2,5,,ZEROSHOT,30.0,20250701_095006
generalist2_mistral_31_b1,,mistral,generalist2_mistral,generalist2,1,,ZEROSHOT,31.0,20250701_095049
generalist2_mistral_31_b2,,mistral,generalist2_mistral,generalist2,2,,ZEROSHOT,31.0,20250701_095049
generalist2_mistral_31_b3,,mistral,generalist2_mistral,generalist2,3,,ZEROSHOT,31.0,20250701_095049
generalist2_mistral_31_b4,,mistral,generalist2_mistral,generalist2,4,,ZEROSHOT,31.0,20250701_095049
generalist2_mistral_31_b5,,mistral,generalist2_mistral,generalist2,5,,ZEROSHOT,31.0,20250701_095049
generalist2_mistral_32_b1,,mistral,generalist2_mistral,generalist2,1,,ZEROSHOT,32.0,20250701_095116
generalist2_mistral_32_b2,,mistral,generalist2_mistral,generalist2,2,,ZEROSHOT,32.0,20250701_095116
generalist2_mistral_32_b3,,mistral,generalist2_mistral,generalist2,3,,ZEROSHOT,32.0,20250701_095116
generalist2_mistral_32_b4,,mistral,generalist2_mistral,generalist2,4,,ZEROSHOT,32.0,20250701_095116
generalist2_mistral_32_b5,,mistral,generalist2_mistral,generalist2,5,,ZEROSHOT,32.0,20250701_095116
generalist2_mistral_33_b1,,mistral,generalist2_mistral,generalist2,1,,ZEROSHOT,33.0,20250701_095146
generalist2_mistral_33_b2,,mistral,generalist2_mistral,generalist2,2,,ZEROSHOT,33.0,20250701_095146
generalist2_mistral_33_b3,,mistral,generalist2_mistral,generalist2,3,,ZEROSHOT,33.0,20250701_095146
generalist2_mistral_33_b4,,mistral,generalist2_mistral,generalist2,4,,ZEROSHOT,33.0,20250701_095146
generalist2_mistral_33_b5,,mistral,generalist2_mistral,generalist2,5,,ZEROSHOT,33.0,20250701_095146
generalist2_mistral_34_b1,,mistral,generalist2_mistral,generalist2,1,,ZEROSHOT,34.0,20250701_095213
generalist2_mistral_34_b2,,mistral,generalist2_mistral,generalist2,2,,ZEROSHOT,34.0,20250701_095213
generalist2_mistral_34_b3,,mistral,generalist2_mistral,generalist2,3,,ZEROSHOT,34.0,20250701_095213
generalist2_mistral_34_b4,,mistral,generalist2_mistral,generalist2,4,,ZEROSHOT,34.0,20250701_095213
generalist2_mistral_34_b5,,mistral,generalist2_mistral,generalist2,5,,ZEROSHOT,34.0,20250701_095213
generalist2_mistral_35_b1,,mistral,generalist2_mistral,generalist2,1,,ZEROSHOT,35.0,20250701_095241
generalist2_mistral_35_b10,,mistral,generalist2_mistral,generalist2,10,,ZEROSHOT,35.0,20250701_095241
generalist2_mistral_35_b2,,mistral,generalist2_mistral,generalist2,2,,ZEROSHOT,35.0,20250701_095241
generalist2_mistral_35_b3,,mistral,generalist2_mistral,generalist2,3,,ZEROSHOT,35.0,20250701_095241
generalist2_mistral_35_b4,,mistral,generalist2_mistral,generalist2,4,,ZEROSHOT,35.0,20250701_095241
generalist2_mistral_36_b1,,mistral,generalist2_mistral,generalist2,1,,ZEROSHOT,36.0,20250701_095317
generalist2_mistral_36_b2,,mistral,generalist2_mistral,generalist2,2,,ZEROSHOT,36.0,20250701_095317
generalist2_mistral_36_b3,,mistral,generalist2_mistral,generalist2,3,,ZEROSHOT,36.0,20250701_095317
generalist2_mistral_36_b4,,mistral,generalist2_mistral,generalist2,4,,ZEROSHOT,36.0,20250701_095317
generalist2_mistral_36_b5,,mistral,generalist2_mistral,generalist2,5,,ZEROSHOT,36.0,20250701_095317
generalist2_mistral_37_b1,,mistral,generalist2_mistral,generalist2,1,,ZEROSHOT,37.0,20250701_095353
generalist2_mistral_37_b10,,mistral,generalist2_mistral,generalist2,10,,ZEROSHOT,37.0,20250701_095353
generalist2_mistral_37_b2,,mistral,generalist2_mistral,generalist2,2,,ZEROSHOT,37.0,20250701_095353
generalist2_mistral_37_b3,,mistral,generalist2_mistral,generalist2,3,,ZEROSHOT,37.0,20250701_095353
generalist2_mistral_37_b4,,mistral,generalist2_mistral,generalist2,4,,ZEROSHOT,37.0,20250701_095353
generalist2_mistral_38_b1,,mistral,generalist2_mistral,generalist2,1,,ZEROSHOT,38.0,20250701_095432
generalist2_mistral_38_b2,,mistral,generalist2_mistral,generalist2,2,,ZEROSHOT,38.0,20250701_095432
generalist2_mistral_38_b3,,mistral,generalist2_mistral,generalist2,3,,ZEROSHOT,38.0,20250701_095432
generalist2_mistral_38_b4,,mistral,generalist2_mistral,generalist2,4,,ZEROSHOT,38.0,20250701_095432
generalist2_mistral_38_b5,,mistral,generalist2_mistral,generalist2,5,,ZEROSHOT,38.0,20250701_095432
generalist2_mistral_39_b1,,mistral,generalist2_mistral,generalist2,1,,ZEROSHOT,39.0,20250701_095552
generalist2_mistral_39_b2,,mistral,generalist2_mistral,generalist2,2,,ZEROSHOT,39.0,20250701_095552
generalist2_mistral_39_b3,,mistral,generalist2_mistral,generalist2,3,,ZEROSHOT,39.0,20250701_095552
generalist2_mistral_39_b4,,mistral,generalist2_mistral,generalist2,4,,ZEROSHOT,39.0,20250701_095552
generalist2_mistral_39_b5,,mistral,generalist2_mistral,generalist2,5,,ZEROSHOT,39.0,20250701_095552
generalist2_mistral_40_b1,,mistral,generalist2_mistral,generalist2,1,,ZEROSHOT,40.0,20250701_095623
generalist2_mistral_40_b10,,mistral,generalist2_mistral,generalist2,10,,ZEROSHOT,40.0,20250701_095623
generalist2_mistral_40_b2,,mistral,generalist2_mistral,generalist2,2,,ZEROSHOT,40.0,20250701_095623
generalist2_mistral_40_b3,,mistral,generalist2_mistral,generalist2,3,,ZEROSHOT,40.0,20250701_095623
generalist2_mistral_40_b4,,mistral,generalist2_mistral,generalist2,4,,ZEROSHOT,40.0,20250701_095623
generalist2_mistral_41_b1,,mistral,generalist2_mistral,generalist2,1,,ZEROSHOT,41.0,20250701_095653
generalist2_mistral_41_b2,,mistral,generalist2_mistral,generalist2,2,,ZEROSHOT,41.0,20250701_095653
generalist2_mistral_41_b3,,mistral,generalist2_mistral,generalist2,3,,ZEROSHOT,41.0,20250701_095653
generalist2_mistral_41_b4,,mistral,generalist2_mistral,generalist2,4,,ZEROSHOT,41.0,20250701_095653
generalist2_mistral_41_b5,,mistral,generalist2_mistral,generalist2,5,,ZEROSHOT,41.0,20250701_095653
generalist2_mistral_42_b1,,mistral,generalist2_mistral,generalist2,1,,ZEROSHOT,42.0,20250701_095719
generalist2_mistral_42_b10,,mistral,generalist2_mistral,generalist2,10,,ZEROSHOT,42.0,20250701_095719
generalist2_mistral_42_b2,,mistral,generalist2_mistral,generalist2,2,,ZEROSHOT,42.0,20250701_095719
generalist2_mistral_42_b3,,mistral,generalist2_mistral,generalist2,3,,ZEROSHOT,42.0,20250701_095719
generalist2_mistral_42_b4,,mistral,generalist2_mistral,generalist2,4,,ZEROSHOT,42.0,20250701_095719
